event_id,visit_type,name,country,locale,remarks,date_start,date_end
169,president,Richard M. Nixon,Germany,West Berlin,Addressed the Bundestag on February 26.,1969-02-26,1969-02-27
170,president,Richard M. Nixon,Italy,Rome,"Met with President Saragat, Prime Minister Rumor, and other officials.",1969-02-27,1969-02-28
171,president,Richard M. Nixon,France,Paris,Met with President De Gaulle.,1969-02-28,1969-03-02
172,president,Richard M. Nixon,Vatican City,,Audience with Pope Paul VI.,1969-03-02,1969-03-02
173,president,Richard M. Nixon,Philippines,Manila,State visit; met with President Marcos.,1969-07-26,1969-07-27
174,president,Richard M. Nixon,Indonesia,Jakarta,State visit; met with President Suharto.,1969-07-27,1969-07-28
175,president,Richard M. Nixon,Thailand,Bangkok,State visit; met with King Bhumibol Adulyadej.,1969-07-28,1969-07-30
176,president,Richard M. Nixon,Vietnam,Saigon,Met with President Thieu and visited U.S. military personnel.,1969-07-30,1969-07-30
176,president,Richard M. Nixon,Vietnam,Di An,Met with President Thieu and visited U.S. military personnel.,1969-07-30,1969-07-30
177,president,Richard M. Nixon,India,New Delhi,State visit; met with Acting President Hidayatullah.,1969-07-31,1969-08-01
178,president,Richard M. Nixon,Pakistan,Lahore,State visit; met with President Yahya Khan.,1969-08-01,1969-08-02
179,president,Richard M. Nixon,Romania,Bucharest,Official visit; met with President Ceausescu.,1969-08-02,1969-08-03
180,president,Richard M. Nixon,United Kingdom,Mildenhall Air Force Base,Informal meeting with Prime Minister Wilson.,1969-08-03,1969-08-03
181,president,Richard M. Nixon,Mexico,Ciudad Acuna,Dedicated Aimistad Dam.,1969-09-08,1969-09-08
182,president,Richard M. Nixon,Mexico,Puerto Vallarta,Official visit; met with President Diaz Ordaz.,1970-08-20,1970-08-21
183,president,Richard M. Nixon,Italy,Rome,Official visit; met with President Saragat; visited NATO Southern Command.,1970-09-27,1970-09-30
183,president,Richard M. Nixon,Italy,Naples,Official visit; met with President Saragat; visited NATO Southern Command.,1970-09-27,1970-09-30
184,president,Richard M. Nixon,Vatican City,,Audience with Pope Paul VI.,1970-09-28,1970-09-28
185,president,Richard M. Nixon,Yugoslavia,Belgrade,State visit; met with President Tito.,1970-09-30,1970-10-02
186,president,Richard M. Nixon,Spain,Madrid,State visit; met with Generalissimo Franco.,1970-10-02,1970-10-03
187,president,Richard M. Nixon,United Kingdom,Chequers,Met informally with Queen Elizabeth II and Prime Minister Heath.,1970-10-03,1970-10-03
188,president,Richard M. Nixon,Ireland,Limerick,State visit; met with Prime Minister Lynch.,1970-10-03,1970-10-05
188,president,Richard M. Nixon,Ireland,Timahoe,State visit; met with Prime Minister Lynch.,1970-10-03,1970-10-05
188,president,Richard M. Nixon,Ireland,Dublin,State visit; met with Prime Minister Lynch.,1970-10-03,1970-10-05
189,president,Richard M. Nixon,France,Paris,Attended memorial services for former President De Gaulle.,1970-11-12,1970-11-12
190,president,Richard M. Nixon,Portugal,Terceira Island (Azores),Discussed international monetary problems with French President Pompidou and Portuguese Prime Minister Caetano.,1971-12-13,1971-12-14
191,president,Richard M. Nixon,United Kingdom,Bermuda,Met with British Prime Minister Heath.,1971-12-20,1971-12-21
192,president,Richard M. Nixon,"China, People’s Republic of",Shanghai,State visit; met with Chairman Mao Tse-tung and Premier Chou En-lai.,1972-02-21,1972-02-28
192,president,Richard M. Nixon,"China, People’s Republic of",Peking,State visit; met with Chairman Mao Tse-tung and Premier Chou En-lai.,1972-02-21,1972-02-28
192,president,Richard M. Nixon,"China, People’s Republic of",Hangchow,State visit; met with Chairman Mao Tse-tung and Premier Chou En-lai.,1972-02-21,1972-02-28
193,president,Richard M. Nixon,Canada,Ottawa,State visit; met with Governor General Michener and Prime Minister Trudeau; addressed Parliament.,1972-04-13,1972-04-15
194,president,Richard M. Nixon,Austria,Salzburg,Informal visit; met with Chancellor Kreisky.,1972-05-20,1972-05-22
195,president,Richard M. Nixon,U.S.S.R.,Moscow,State visit; met with Premier Kosygin and General Secretary Brezhnev. Signed SALT I and ABM Treaties.,1972-05-22,1972-05-30
195,president,Richard M. Nixon,U.S.S.R.,Leningrad,State visit; met with Premier Kosygin and General Secretary Brezhnev. Signed SALT I and ABM Treaties.,1972-05-22,1972-05-30
195,president,Richard M. Nixon,U.S.S.R.,Kiev,State visit; met with Premier Kosygin and General Secretary Brezhnev. Signed SALT I and ABM Treaties.,1972-05-22,1972-05-30
196,president,Richard M. Nixon,Iran,Tehran,Official visit; met with Shah Mohammed Reza Pahlavi.,1972-05-30,1972-05-31
197,president,Richard M. Nixon,Poland,Warsaw,Official visit; met with First Secretary Gierek.,1972-05-31,1972-06-01
198,president,Richard M. Nixon,Iceland,Reykjavik,"Met with President Eldjarn and Prime Minister Johanneson, and French President Pompidou.",1973-05-31,1973-06-01
199,president,Richard M. Nixon,France,Paris,"Attended memorial services for former President Pompidou. Met afterward with interim President Poher, Italian Prime Minister Leone, British Prime Minister Wilson, West German Chancellor Brandt, Danish Prime Minister Hartling, Soviet President Podgorny, and Japanese Prime Minister Tanaka.",1974-04-05,1974-04-07
200,president,Richard M. Nixon,Austria,Salzburg,Met with Chancellor Kreisky.,1974-06-10,1974-06-12
201,president,Richard M. Nixon,Egypt,Cairo,Met with President Sadat.,1974-06-12,1974-06-14
201,president,Richard M. Nixon,Egypt,Alexandria,Met with President Sadat.,1974-06-12,1974-06-14
202,president,Richard M. Nixon,Saudi Arabia,Jidda,Met with King Faisal.,1974-06-14,1974-06-15
203,president,Richard M. Nixon,Syria,Damascus,Met with President Assad.,1974-06-15,1974-06-16
204,president,Richard M. Nixon,Israel,Tel Aviv,Met with President Katzir and Prime Minister Rabin.,1974-06-16,1974-06-17
204,president,Richard M. Nixon,Israel,Jerusalem,Met with President Katzir and Prime Minister Rabin.,1974-06-16,1974-06-17
205,president,Richard M. Nixon,Jordan,Amman,State visit; met with King Hussein.,1974-06-17,1974-06-18
206,president,Richard M. Nixon,Portugal,Lajes Field (The Azores),Met with President Spinola.,1974-06-18,1974-06-19
207,president,Richard M. Nixon,Belgium,Brussels,"Attended North Atlantic Council meeting, and met separately with King Baudonin and Queen Fabiola, Prime Minister Tindemans; and with German Chancellor Schmidt, British Prime Minister Wilson, and Italian Prime Minister Rumor.",1974-06-25,1974-06-26
208,president,Richard M. Nixon,U.S.S.R.,Moscow,"Official visit; met with General Secretary Brezhnev, President Podgorny, and Premier Kosygin.",1974-06-27,1974-07-03
208,president,Richard M. Nixon,U.S.S.R.,Minsk,"Official visit; met with General Secretary Brezhnev, President Podgorny, and Premier Kosygin.",1974-06-27,1974-07-03
208,president,Richard M. Nixon,U.S.S.R.,Oreanda,"Official visit; met with General Secretary Brezhnev, President Podgorny, and Premier Kosygin.",1974-06-27,1974-07-03
209,president,Gerald R. Ford,Mexico,Nogales,Met with President Echeverria and laid a wreath at the tomb of Padre Eusebio Kino.,1974-10-21,1974-10-21
209,president,Gerald R. Ford,Mexico,Magdalena de Kino,Met with President Echeverria and laid a wreath at the tomb of Padre Eusebio Kino.,1974-10-21,1974-10-21
210,president,Gerald R. Ford,Japan,Tokyo,State visit; met with Prime Minister Tanaka.,1974-11-18,1974-11-22
210,president,Gerald R. Ford,Japan,Kyoto,State visit; met with Prime Minister Tanaka.,1974-11-18,1974-11-22
211,president,Gerald R. Ford,"Korea, Republic of",Seoul,Met with President Park.,1974-11-22,1974-11-23
212,president,Gerald R. Ford,U.S.S.R.,Vladivostok,Met with General Secretary Brezhnev and discussed limitations of strategic arms.,1974-11-23,1974-11-24
213,president,Gerald R. Ford,France,Martinique,Met with President Giscard d'Estaing.,1974-12-14,1974-12-16
214,president,Gerald R. Ford,Belgium,Brussels,"Attended NATO summit meeting, addressed the North Atlantic Council, and met separately with NATO Heads of State and Government.",1975-05-28,1975-05-31
215,president,Gerald R. Ford,Spain,Madrid,Met with Generalissimo Franco. Received keys to city from Mayor of Madrid.,1975-05-31,1975-06-01
216,president,Gerald R. Ford,Austria,Salzburg,Met with Chancellor Kreisky and with Egyptian President Sadat.,1975-06-01,1975-06-03
217,president,Gerald R. Ford,Italy,Rome,Met with President Leone and Prime Minister Moro.,1975-06-03,1975-06-03
218,president,Gerald R. Ford,Vatican City,,Audience with Pope Paul VI.,1975-06-03,1975-06-03
219,president,Gerald R. Ford,"Germany, Federal Republic of",Bonn,Met with President Scheel and Chancellor Schmidt.,1975-07-26,1975-07-28
219,president,Gerald R. Ford,"Germany, Federal Republic of",Linz,Met with President Scheel and Chancellor Schmidt.,1975-07-26,1975-07-28
220,president,Gerald R. Ford,Poland,Warsaw,Official visit; met with First Secretary Gierek.,1975-07-28,1975-07-29
220,president,Gerald R. Ford,Poland,Krakow,Official visit; met with First Secretary Gierek.,1975-07-28,1975-07-29
221,president,Gerald R. Ford,Finland,Helsinki,"Attended opening session of the Conference on Security and Cooperation in Europe. Met with the Heads of State and Government of Finland, Great Britain, Turkey, West Germany, France, Italy, and Spain. Also met with Soviet General Secretary Brezhnev. Signed the Final Act of the Conference on August 1.",1975-07-29,1975-08-02
222,president,Gerald R. Ford,Romania,Bucharest,Official visit; met with President Ceausescu.,1975-08-02,1975-08-03
222,president,Gerald R. Ford,Romania,Sinaia,Official visit; met with President Ceausescu.,1975-08-02,1975-08-03
223,president,Gerald R. Ford,Yugoslavia,Belgrade,Official visit; met with President Tito and Prime Minister Bijedic.,1975-08-03,1975-08-04
224,president,Gerald R. Ford,France,Rambouillet,"Attended Economic Summit meeting of the Heads of State and Government of France, the Federal Republic of Germany, Italy, Japan, and the United Kingdom.",1975-11-15,1975-11-17
225,president,Gerald R. Ford,"China, People’s Republic of",Peking,Official visit; met with Chairman Mao Tse-tung and Vice Premier Teng Hsiao-ping.,1975-12-01,1975-12-05
226,president,Gerald R. Ford,Indonesia,Jakarta,Official visit; met with President Suharto.,1975-12-05,1975-12-06
227,president,Gerald R. Ford,Philippines,Manila,Official visit; met with President Marcos.,1975-12-06,1975-12-07
228,president,Jimmy Carter,United Kingdom,London,"Attended Economic Summit Meeting May 7-8 of the Heads of State and Government of Canada, France, the Federal Republic of Germany, Italy, Japan, and the United Kingdom. Also met with the Prime Ministers of Greece, Belgium, Turkey, Norway, the Netherlands, and Luxembourg, and with the President of Portugal. Addressed NATO Ministers meeting on May 10.",1977-05-05,1977-05-10
228,president,Jimmy Carter,United Kingdom,Newcastle,"Attended Economic Summit Meeting May 7-8 of the Heads of State and Government of Canada, France, the Federal Republic of Germany, Italy, Japan, and the United Kingdom. Also met with the Prime Ministers of Greece, Belgium, Turkey, Norway, the Netherlands, and Luxembourg, and with the President of Portugal. Addressed NATO Ministers meeting on May 10.",1977-05-05,1977-05-10
229,president,Jimmy Carter,Switzerland,Geneva,Official visit; met with President Furgler. Also met with Syrian President Assad.,1977-05-09,1977-05-09
230,president,Jimmy Carter,Poland,Warsaw,Official visit; met with First Secretary Gierek.,1977-12-29,1977-12-31
231,president,Jimmy Carter,Iran,Tehran,Official visit; met with Shah Mohammed Reza Pahlavi and King Hussein of Jordan.,1977-12-31,1978-01-01
232,president,Jimmy Carter,India,New Delhi,Met with President Reddy and Prime Minister Desai. Addressed Parliament.,1978-01-01,1978-01-03
232,president,Jimmy Carter,India,Daulatpur-Nasirabad,Met with President Reddy and Prime Minister Desai. Addressed Parliament.,1978-01-01,1978-01-03
233,president,Jimmy Carter,Saudi Arabia,Riyadh,Met with King Khalid and Crown Prince Fahd.,1978-01-03,1978-01-04
234,president,Jimmy Carter,Egypt,Aswan,Met with President Sadat and German Chancellor Schmidt.,1978-01-04,1978-01-04
235,president,Jimmy Carter,France,Paris,Met with President Giscard d'Estaing and Prime Minister Barre.,1978-01-04,1978-01-06
235,president,Jimmy Carter,France,Normandy,Met with President Giscard d'Estaing and Prime Minister Barre.,1978-01-04,1978-01-06
235,president,Jimmy Carter,France,Bayeux,Met with President Giscard d'Estaing and Prime Minister Barre.,1978-01-04,1978-01-06
235,president,Jimmy Carter,France,Versailles,Met with President Giscard d'Estaing and Prime Minister Barre.,1978-01-04,1978-01-06
236,president,Jimmy Carter,Belgium,Brussels,Met with King Baudouin and Prime Minister Tindemans; attended meetings of the Commission of the European Communities and the North Atlantic Council.,1978-01-06,1978-01-06
237,president,Jimmy Carter,Venezuela,Caracas,"Met with President Perez, addressed Congress, and signed maritime boundary agreement.",1978-03-28,1978-03-29
238,president,Jimmy Carter,Brazil,Brasilia,Official visit; met with President Geisel and addressed Brazilian Congress.,1978-03-29,1978-03-31
238,president,Jimmy Carter,Brazil,Rio de Janeiro,Official visit; met with President Geisel and addressed Brazilian Congress.,1978-03-29,1978-03-31
239,president,Jimmy Carter,Nigeria,Lagos,Met with President Obasanjo; first State visit of a U.S. President to sub-Saharan Africa.,1978-03-31,1978-04-03
240,president,Jimmy Carter,Liberia,Monrovia,Met with President Tolbert.,1978-04-03,1978-04-03
241,president,Jimmy Carter,Panama,Panama City,"Invited by President Lakas and General Torrijos to sign protocol confirming exchange of documents ratifying Panama Canal treaties. Also met informally with Presidents Perez of Venezuela, Lopez Michelson of Colombia, Lopez Portillo of Mexico, Carazo of Costa Rica, and Prime Minister Manley of Jamaica.",1978-06-16,1978-06-17
242,president,Jimmy Carter,"Germany, Federal Republic of",Bonn,State visit; met with President Scheel and Chancellor Schmidt. Addressed U.S. and German military personnel.,1978-07-14,1978-07-15
242,president,Jimmy Carter,"Germany, Federal Republic of",Wiesbaden-Erbenheim Air Base,State visit; met with President Scheel and Chancellor Schmidt. Addressed U.S. and German military personnel.,1978-07-14,1978-07-15
242,president,Jimmy Carter,"Germany, Federal Republic of",Frankfurt,State visit; met with President Scheel and Chancellor Schmidt. Addressed U.S. and German military personnel.,1978-07-14,1978-07-15
243,president,Jimmy Carter,Germany,West Berlin,Spoke at the Airlift Memorial.,1978-07-15,1978-07-15
244,president,Jimmy Carter,"Germany, Federal Republic of",Bonn,"Attended Economic Summit Meeting of the Heads of State and Government of France, the Federal Republic of Germany, Canada, Italy, Japan, and the United Kingdom.",1978-07-16,1978-07-17
245,president,Jimmy Carter,France,Guadeloupe,"Met informally with President Giscard d'Estaing, German Chancellor Schmidt, and British Prime Minister Callaghan.",1979-01-04,1979-01-09
246,president,Jimmy Carter,Mexico,Mexico,State visit; met with President Lopez Portillo and addressed the Mexican Congress.,1979-02-14,1979-02-16
246,president,Jimmy Carter,Mexico,D.F.,State visit; met with President Lopez Portillo and addressed the Mexican Congress.,1979-02-14,1979-02-16
