visit_type,name,country,locale,remarks,date
secretary,James Addison Baker III,Egypt,Cairo,Accompanied President Bush to meeting with President Mubarak.,"November 23, 1990"
secretary,James Addison Baker III,Colombia,Bogota,Discussed the Persian Gulf crisis with President Gaviria and Foreign Minister Jaramillo.,"November 24, 1990"
secretary,James Addison Baker III,Belgium,Brussels,Attended NATO Ministerial Meeting.,"December 16–18, 1990"
secretary,James Addison Baker III,United Kingdom,London,"Discussed the Persian Gulf crisis with Foreign Secretary Hurd, EC Chairman Poos, Spanish Foreign Minister Fernandez Ordonez, and NATO Secretary General Woerner.","January 6–8, 1991"
secretary,James Addison Baker III,France,Paris,Discussed the Persian Gulf crisis with President Mitterrand and Foreign Minister Dumas.,"January 8, 1991"
secretary,James Addison Baker III,Germany,Bonn,Discussed the Persian Gulf crisis with Chancellor Kohl.,"January 8, 1991"
secretary,James Addison Baker III,Italy,Milan,Discussed the Persian Gulf crisis with Foreign Minister DeMichelis.,"January 8, 1991"
secretary,James Addison Baker III,Switzerland,Geneva,Discussed the Persian Gulf crisis with Iraqi Foreign Minister Aziz.,"January 8–10, 1991"
secretary,James Addison Baker III,Saudi Arabia,Riyadh,Discussed the Persian Gulf crisis with King Fahd and Foreign Minister Prince Saud.,"January 10–11, 1991"
secretary,James Addison Baker III,United Arab Emirates,Abu Dhabi,Discussed the Persian Gulf Emirates crisis with Sheikh Zayed.,"January 11, 1991"
secretary,James Addison Baker III,Saudi Arabia,Taif,Discussed the Persian Gulf crisis with the Amir of Kuwait. Addressed U.S. military personnel in eastern Saudi Arabia.,"January 11, 1991"
secretary,James Addison Baker III,Egypt,Cairo,Discussed the Persian Gulf crisis with President Mubarak and Foreign Minister Abdel-Meguid.,"January 11–12, 1991"
secretary,James Addison Baker III,Syria,Damascus,Discussed the Persian Gulf crisis with President Assad and Foreign Minister Sharaa.,"January 12, 1991"
secretary,James Addison Baker III,Turkey,"Incirlik, Ankara",Discussed the Persian Gulf crisis with President Ozal and Foreign Minister Alptemocin.,"January 12–13, 1991"
secretary,James Addison Baker III,United Kingdom,Alconbury,Discussed the Persian Gulf crisis with Prime Minister Major.,"January 13, 1991"
secretary,James Addison Baker III,Canada,Ottawa,Discussed the Persian Gulf crisis with Prime Minister Mulroney.,"January 13–14, 1991"
secretary,James Addison Baker III,Saudi Arabia,"Taif, Riyadh","Met with the Amir of Kuwait and with the Foreign Ministers of Egypt, Syria, and the Gulf Cooperation Council.","March 8–10, 1991"
secretary,James Addison Baker III,Egypt,Cairo,Met with President Mubarak.,"March 10–11, 1991"
secretary,James Addison Baker III,Israel,"Jerusalem, Karmeil","Discussed the Middle East peace process with President Herzog, Prime Minister Shamir, Foreign Minister Levy, and Palestinian representatives.","March 11–13, 1991"
secretary,James Addison Baker III,Syria,Damascus,Discussed the Middle East peace process with President Assad and Foreign Minister Sharaa.,"March 13–14, 1991"
secretary,James Addison Baker III,U.S.S.R.,Moscow,Met with President Gorbachev and Foreign Minister Bessmertnkyh.,"March 14–16, 1991"
secretary,James Addison Baker III,Turkey,Ankara,Met with President Ozal and senior Turkish officials.,"March 16, 1991"
secretary,James Addison Baker III,Turkey,"Ankara, Diyarbakir, Cukurca, Uzumlu",Discussed emergency aid to Kurdish refugees with President Ozal; visited refugee camps.,"April 7–8, 1991"
secretary,James Addison Baker III,Israel,Jerusalem,"Discussed the Middle East peace process with Prime Minister Shamir, Israeli officials, and a Palestinian delegation.","April 8–10, 1991"
secretary,James Addison Baker III,Egypt,Cairo,"Discussed the Middle East peace process with President Mubarak, Foreign Minister Abdel-Meguid, and Saudi Foreign Minister Prince Saud.","April 10–11, 1991"
secretary,James Addison Baker III,Syria,Damascus,"Discussed the Middle East peace process with President Assad, Foreign Minister Sharaa, and Tunisian Foreign Minister Ben Yahya.","April 11–12, 1991"
secretary,James Addison Baker III,Switzerland,Geneva,Discussed the Middle East peace process with Jordanian Foreign Minister Masri. Also discussed aid to Kurdish refugees with heads of international relief agencies.,"April 12, 1991"
secretary,James Addison Baker III,Luxembourg,Luxembourg,Discussed aid to Kurdish refugees and the Middle East peace process with European Community Foreign Ministers.,"April 17–18, 1991"
secretary,James Addison Baker III,Israel,Jerusalem,Discussed the Middle East peace process with senior Israeli officials and Palestinian representatives.,"April 18–20, 1991"
secretary,James Addison Baker III,Jordan,Aqaba,Discussed the Middle East peace process with King Hussein.,"April 20, 1991"
secretary,James Addison Baker III,Egypt,Cairo,Discussed the Middle East peace process with President Mubarak and Foreign Minister Abdel-Meguid.,"April 20–21, 1991"
secretary,James Addison Baker III,Saudi Arabia,Jeddah,Discussed the Middle East peace process with King Fahd and Foreign Minister Prince Saud.,"April 21–22, 1991"
secretary,James Addison Baker III,Kuwait,Kuwait City,Discussed postwar economic assistance with the Amir and Crown Prince.,"April 22, 1991"
secretary,James Addison Baker III,Syria,Damascus,Discussed the Middle East peace process with Foreign Minister Sharaa.,"April 22–24, 1991"
secretary,James Addison Baker III,U.S.S.R.,Kislovodsk,Discussed the Middle East peace process and implementation of the CFE Treaty with Foreign Minister Bessmertnykh.,"April 24–25, 1991"
secretary,James Addison Baker III,Israel,Jerusalem,Discussed the Middle East peace process with Prime Minister Shamir.,"April 25–26, 1991"
secretary,James Addison Baker III,Syria,Damascus,Discussed the Middle East peace process with President Assad.,"May 11–12, 1991"
secretary,James Addison Baker III,Egypt,Cairo,Discussed the Middle East peace process with President Mubarak and Soviet Foreign Minister Bessmertnykh.,"May 12–14, 1991"
secretary,James Addison Baker III,Jordan,Amman,Discussed the Middle East peace process with King Hussein.,"May 14, 1991"
secretary,James Addison Baker III,Israel,Jerusalem,Discussed the Middle East peace process with Prime Minister Shamir and senior Israeli officials.,"May 14–16, 1991"
secretary,James Addison Baker III,Portugal,Lisbon,Witnessed the signing of the Angola Peace Accords.,"May 31–June 1, 1991"
secretary,James Addison Baker III,Denmark,Copenhagen,Attended NATO Ministerial Meeting.,"June 5–7, 1991"
secretary,James Addison Baker III,Switzerland,Geneva,Met with Soviet Foreign Minister Bessmertnykh.,"June 7, 1991"
secretary,James Addison Baker III,Germany,"Berlin, Halle",Attended CSCE Foreign Ministers' Meeting and discussed strategic arms reductions with Soviet Foreign Minister Bessmertnykh.,"June 17–21, 1991"
secretary,James Addison Baker III,Yugoslavia,Belgrade,Met with Prime Minister Markovic and with the presidents of the 6 republics.,"June 21–22, 1991"
secretary,James Addison Baker III,Albania,Tirana,Met with President Alia and senior officials; addressed the Albanian Parliament.,"June 22, 1991"
secretary,James Addison Baker III,United Kingdom,London,Attended Economic Summit Meeting and accompanied President Bush to meetings with Soviet President Gorbachev.,"July 15–18, 1991"
secretary,James Addison Baker III,Syria,Damascus,Discussed a Middle East peace conference with President Assad.,"July 18–19, 1991"
secretary,James Addison Baker III,Egypt,"Cairo, Alexandria",Discussed a Middle East peace conference with President Mubarak.,"July 19–20, 1991"
secretary,James Addison Baker III,Saudi Arabia,Jeddah,Discussed a Middle East peace conference with King Fahd.,"July 20–21, 1991"
secretary,James Addison Baker III,Jordan,Amman,Discussed a Middle East peace conference with King Hussein.,"July 21, 1991"
secretary,James Addison Baker III,Israel,Jerusalem,"Discussed a Middle East peace conference with Prime Minister Shamir, senior Israeli officials, and Palestinian representatives.","July 21–22, 1991"
secretary,James Addison Baker III,Malaysia,Kuala Lumpur,Attended meeting of ASEAN Foreign Ministers.,"July 23–25, 1991"
secretary,James Addison Baker III,Mongolia,Ulaanbaatar,"Met with senior Mongolian officials, addressed the Mongolian Parliament, and observed wildlife in the Gobi Desert.","July 25–29, 1991"
secretary,James Addison Baker III,U.S.S.R.,Moscow,Attended U.S.-Soviet Summit Meeting.,"July 29–August 1, 1991"
secretary,James Addison Baker III,Israel,Jerusalem,Discussed a Middle East peace conference with senior Israeli officials and Palestinian representatives.,"August 1–2, 1991"
secretary,James Addison Baker III,Jordan,Amman,Discussed a Middle East peace conference with King Hussein and Foreign Minister Masri.,"August 2–3, 1991"
secretary,James Addison Baker III,Morocco,Rabat,Discussed a Middle East peace conference with King Hassan II and Foreign Minister Filali.,"August 3–4, 1991"
secretary,James Addison Baker III,Tunisia,Tunis,Discussed a Middle East peace conference with President Ben Ali and Foreign Minister Benyahia. Returned to Morocco afterwards.,"August 4, 1991"
secretary,James Addison Baker III,Algeria,Algiers,Discussed a Middle East peace conference with President Benjedid and Foreign Minister Ghozali.,"August 5, 1991"
secretary,James Addison Baker III,Belgium,Brussels,Met with NATO Foreign Ministers to discuss the coup in the Soviet Union.,"August 21–22, 1991"
secretary,James Addison Baker III,Mexico,"Mexico, D.F.",Attended meeting of the U.S.-Mexico Binational Commission.,"September 8–9, 1991"
secretary,James Addison Baker III,U.S.S.R.,"Moscow, St. Petersburg, Alma Ata","Met with senior officials of the Soviet Union, the Russian Republic, and Kazakhstan. Attended the CSCE Conference on the Human Dimension.","September 10–16, 1991"
secretary,James Addison Baker III,Estonia,Tallinn,Met with Chairman Ruutel and Prime Minister Savisaar.,"September 14, 1991"
secretary,James Addison Baker III,Latvia,Riga,Met with President Gorbunovs and Prime Minister Godmanis.,"September 14, 1991"
secretary,James Addison Baker III,Lithuania,Vilnius,Met with President Landsbergis and Prime Minister Vagnorius.,"September 14, 1991"
