visit_type,name,country,locale,remarks,date
secretary,John Forbes Kerry,United Kingdom,London,Met with Gulf Cooperation Council Foreign Ministers.,"March 6, 2015"
secretary,John Forbes Kerry,France,Paris,"Met with the Foreign Ministers of France, Germany, and the United Kingdom, and with EU High Representative Federica Mogherini.","March 7, 2015"
secretary,John Forbes Kerry,Egypt,Sharm el-Sheikh,Attended the Egypt Economic Development Conference.,"March 13–15, 2015"
secretary,John Forbes Kerry,Switzerland,Lausanne,Attended the P5 + 1 negotiations with Iran.,"March 15–21, 2015"
secretary,John Forbes Kerry,United Kingdom,London,"Met with the Foreign Ministers of France, Germany, and the United Kingdom, and with EU High Representative Federica Mogherini.","March 21, 2015"
secretary,John Forbes Kerry,Switzerland,Lausanne,Attended the P5 + 1 negotiations with Iran.,"March 27–April 2, 2015"
secretary,John Forbes Kerry,Panama,Panama City,Attended the Seventh Summit of the Americas.,"April 9–10, 2015"
secretary,John Forbes Kerry,Germany,Lubeck,Attended the G-7 Foreign Ministers Meeting.,"April 14–15, 2015"
secretary,John Forbes Kerry,Canada,Iqaluit,Attended the Arctic Council Ministerial meeting.,"April 24, 2015"
secretary,John Forbes Kerry,Sri Lanka,Colombo,"Met with President Maithripala Sirisena, Prime Minister Ranil Wikremesinghe, and Foreign Minister Mangala Samaraweera.","May 2–3, 2015"
secretary,John Forbes Kerry,Kenya,Nairobi,Met with President Uhuru Kenyatta and Chief Justice Willy Mutunga. Visited the Dadaab refugee camp.,"May 3–5, 2015"
secretary,John Forbes Kerry,Somalia,Mogadishu,"Met with President Hassan Sheikh Mahmoud, Prime Minister Omar Abdirashid Ali Sharmarke and regional leaders. Announced plans to re-establish a U.S. Embassy.","May 5–6, 2015"
secretary,John Forbes Kerry,Djibouti,Djibouti City,President Ismail Omar Guelleh and Foreign Minister Mahamoud Ali Youssouf.,"May 6, 2015"
secretary,John Forbes Kerry,Saudi Arabia,Riyadh,"Met with King Salman, Crown Prince Mohammed bin Nayef, Foreign Minister Adel al-Jubeir, and Yemeni President Abd Rabbuh Mansur Hadi.","May 6–7, 2015"
secretary,John Forbes Kerry,France,Paris,"Attended ceremonies commemorating the 70th anniversary of VE-Day, Met with Foreign Minister Laurent Fabius and with the Gulf Cooperation Council Foreign Ministers.","May 8, 2015"
secretary,John Forbes Kerry,Russia,Sochi,Met with President Vladimir Putin and Foreign Minister Sergei Lavrov.,"May 12, 2015"
secretary,John Forbes Kerry,Turkey,Antalya,Attended a NATO Foreign Ministers Meeting.,"May 12–13, 2015"
secretary,John Forbes Kerry,"China, People’s Republic of",Beijing,"Met with Foreign Minister Wang Yi, Premier Li Keqiang, State Counselor Yang Jiechi, and President Xi Jingping.","May 16–17, 2015"
secretary,John Forbes Kerry,"Korea, Republic of",Seoul,Met with Foreign Minister Yun Byung-Se and President Park Geun-Hye.,"May 17–18, 2015"
secretary,John Forbes Kerry,Nigeria,Abuja,Attended the inauguration of President Muhammedu Buhari.,"May 29, 2015"
secretary,John Forbes Kerry,Switzerland,Geneva,Met with Iranian Foreign Minister Mohammad Javad Zarif.,"May 29–30, 2015"
secretary,John Forbes Kerry,Austria,Vienna,Met with Iranian Foreign Minister Mohammad Javad Zarif and the Foreign Ministers of the P5+ 1. Negotiated Joint Comprehensive Plan of Action concerning Iran’s nuclear energy program.,"June 26–July 14, 2015"
secretary,John Forbes Kerry,Egypt,Cairo,Co-chaired U.S.-Egypt Strategic Dialogue.,"August 2–3, 2015"
secretary,John Forbes Kerry,Qatar,Doha,Met with the Foreign Ministers of the Gulf Cooperation Council.,"August 3, 2015"
secretary,John Forbes Kerry,Singapore,Singapore,Met with Prime Minister Lee Hsien Loung and Foreign Minister K. Shanmugan. Delivered an address at Singapore Management University.,"August 4, 2015"
secretary,John Forbes Kerry,Malaysia,Kuala Lumpur,Attended the ASEAN Regional Forum.,"August 4–6, 2015"
secretary,John Forbes Kerry,Vietnam,Hanoi,Met with Deputy Prime Minister/Foreign Minister Pham Binh Minh and commemorated the 20th anniversary of the establishment of diplomatic relations.,"August 6–8, 2015"
secretary,John Forbes Kerry,Cuba,Havana,Formally inaugurated the U.S. Embassy. Met with Foreign Minister Bruno Eduardo Rodrigues Parilla.,"August 14, 2015"
secretary,John Forbes Kerry,United Kingdom,London,Met with Foreign Secretary Philip Hammond and UAE Foreign Minister Abdullah bin Zayed.,"September 18–19, 2015"
secretary,John Forbes Kerry,Germany,Berlin,Met with Foreign Minister Frank-Walter Steinmeier.,"September 20, 2015"
secretary,John Forbes Kerry,Chile,Valparaiso,Attended the second Our Ocean Conference.,"October 5, 2015"
secretary,John Forbes Kerry,Haiti,Port-au-Prince,Met with President Michel Martelly.,"October 6, 2015"
secretary,John Forbes Kerry,Italy,Milan,"Commemorated World Food Day, visited the USA Pavilion at Malan EXPO 2015, and met with Foreign Minister Paolo Gentiloni.","October 16–17, 2015"
secretary,John Forbes Kerry,France,Paris,Addressed the UNESCO Executive Board.,"October 18, 2015"
secretary,John Forbes Kerry,Spain,Madrid,"Met with King Felipe VI, President Mariano Rajoy, and Foreign Minister Jose Manuel Garcia-Margallo.","October 18–19, 2015"
secretary,John Forbes Kerry,Germany,Berlin,"Met with Foreign Minister Frank-Walter Steinmeier, Israeli Prime Minister Benjamin Netanyahu, and EU High Representative Federica Mogherini.","October 22, 2015"
secretary,John Forbes Kerry,Austria,Vienna,"Met with Quartet representatives and the Foreign Ministers of Russia, Turkey, and Saudi Arabia.","October 23, 2015"
secretary,John Forbes Kerry,Saudi Arabia,Riyadh,"Met with King Salman, Foreign Minister Adel al-Jubeir, Crown Prince Mohammed bin Nayef, and Deputy Crown Prince Mohammed bin Salman.","October 24, 2015"
secretary,John Forbes Kerry,Austria,Vienna,"Met with Austrian Foreign Minister Sebastian Kurz, UN Special Envoy for Syria Steffan de Mistura, and the Foreign Ministers of Iran, Russia, Saudi Arabia, and Turkey. Attended a meeting on Syria.","October 29–31, 2015"
secretary,John Forbes Kerry,Kyrgyzstan,Bishkek,"Attended the dedication of a new Embassy compound, Met with President Almazbek Atambaev and Foreign Minister Erlan Abdyldaev. Addressed the American University of Central Asia.","October 31–November 1, 2015"
secretary,John Forbes Kerry,Uzbekistan,Samarkand,"Met with President Islam Karimov and the Foreign Ministers of Kazakhstan, Kyryzstan, Tajikistan, Turkmenistan, and Uzbekistan.","November 1, 2015"
secretary,John Forbes Kerry,Kazakhstan,Astana,Met with President Nursultan Nazarbayev and attended the Fourth U.S. Kazakhstan Strategic Partnership Dialogue.,"November 2, 2015"
secretary,John Forbes Kerry,Tajikistan,Dushanbe,Met with President Emomali Rahmon.,"November 3, 2015"
secretary,John Forbes Kerry,Turkmenistan,Ashgabat,Met with President Gurbanguly Berdimuhamedow.,"November 3, 2015"
secretary,John Forbes Kerry,United Kingdom,London,Met with Foreign Secretary Philip Hammond.,"November 3–4, 2015"
secretary,John Forbes Kerry,Tunisia,Tunis,Attended the U.S.-Tunisia Strategic Dialogue Plenary.,"November 13, 2015"
secretary,John Forbes Kerry,Austria,Vienna,"Met with the Foreign Ministers of Saudi Arabia, Turkey, Russia, and Iran, and with UN Special Envoy for Syria Steffan de Mistura. Attended a meeting on Syria.","November 13–14, 2015"
secretary,John Forbes Kerry,Turkey,Antalya,Attended the G-20 Leadership Summit.,"November 15–16, 2015"
secretary,John Forbes Kerry,France,Paris,Met with President Francois Hollande and Foreign Minister Laurent Fabius.,"November 16–17, 2015"
secretary,John Forbes Kerry,United Arab Emirates,Abu Dhabi,Met with Crown Prince Mohammed bin Zayed and with the Foreign Ministers of the United Arab Emirates and Saudi Arabia.,"November 23, 2015"
secretary,John Forbes Kerry,Israel,Jerusalem,"Met with President Reuven Rivlin, Prime Minister Benjamin Netanyahu, and Opposition leader Yitzhak Herzog.","November 24, 2015"
secretary,John Forbes Kerry,Palestinian Authority,Ramallah,Met with President Mahmoud Abbas.,"November 24, 2015"
secretary,John Forbes Kerry,France,Paris,Attended the UN Climate Change Summit and met with Egyptian Foreign Minister Sameh Shoukry.,"December 1, 2015"
secretary,John Forbes Kerry,Belgium,Brussels,Attended a NATO Foreign Ministers’ Meeting.,"December 1–2, 2015"
secretary,John Forbes Kerry,Kosovo,Pristina,Met with President Isa Mustafa.,"December 2, 2015"
secretary,John Forbes Kerry,Serbia,Belgrade,Attended an OSCE Ministerial Meeting and a meeting of OSCE Minsk Group Co-Chair Countries. Met with Prime Minister Aleksandar Vucic and Ukrainian Foreign Minister Pavlo Klimkin.,"December 2–3, 2015"
secretary,John Forbes Kerry,Cyprus,Nicosia,"Met with President Nicos Anastasiades, Foreign Minister Ioannis Kasoulides, Turkish Cypriot leader Mustafa Akinci, and UN Special Adviser Espen Barth Eide.","December 3, 2015"
secretary,John Forbes Kerry,Greece,Athens,Met with Prime Minister Alexis Tsipras and Foreign Minister Nikos Kotzias. Visited migrants and volunteers.,"December 4, 2015"
secretary,John Forbes Kerry,France,Paris,Attended the UN Climate Change Summit.,"December 8–12, 2015"
secretary,John Forbes Kerry,Italy,Rome,Attended a Ministerial Meeting on Libya.,"December 12–15, 2015"
secretary,John Forbes Kerry,France,Paris,Attended a Ministerial Meeting on Syria.,"December 14, 2015"
secretary,John Forbes Kerry,Russia,Moscow,Met with President Vladimir Putin and Foreign Minister Sergey Lavrov.,"December 15, 2015"
secretary,John Forbes Kerry,United Kingdom,London,Discussed the Syrian crisis with Saudi Foreign Ministe Adel al-Jubeir.,"January 13–15, 2016"
secretary,John Forbes Kerry,Austria,Vienna,Discussed the Joint Comprehensive Plan of Action with Iranian Foreign Minister Javad Zarif and EU High Representative Federica Mogherini.,"January 16, 2016"
secretary,John Forbes Kerry,Switzerland,"Zurich, Davos",Discussed the Syrian and Ukrainian crises with Russian Foreign Minister Sergei Lavrov. Attended the World Economic Forum Annual Meeting.,"January 20–22, 2016"
secretary,John Forbes Kerry,Saudi Arabia,Riyadh,"Met with Foreign Minister Adel al-Jubeir, members of the Syrian Opposition’s High Negotiations Committee, and with the Foreign Ministers of the Gulf Cooperation Council states.","January 23–25, 2016"
secretary,John Forbes Kerry,Laos,Vientiane,Met with Prime Minister Thongsing Thammavong and Foreign Minister Thongloun Sisoulith. Addressed a YSEALI Interaction Event.,"January 25, 2016"
secretary,John Forbes Kerry,Cambodia,Phnom Penh,Met with Prime Minister Hun Sen and Foreign Minister Hor Namhong.,"January 26, 2016"
secretary,John Forbes Kerry,"China, People’s Republic of",Beijing,"Met with President Xi Jinping, Foreign Minister Wang Li, and State Councilor Jang Jiechi.","January 27, 2016"
secretary,John Forbes Kerry,Canada,Quebec,Attended the North American Foreign Ministerial Meeting.,"January 29, 2016"
secretary,John Forbes Kerry,Italy,Rome,Attended a Ministerial Meeting of the Small Group of the Global Coalition to Counter ISIL.,"February 1–2, 2016"
secretary,John Forbes Kerry,United Kingdom,London,Attended the Fourth Syria Donors Conference.,"February 3–4, 2016"
secretary,John Forbes Kerry,Germany,Munich,Attended the 52nd Munich Security Conference and an International Syria Support Group meeting.,"February 10–14, 2016"
secretary,John Forbes Kerry,Albania,Tirana,Met with Prime Minister Edi Rama.,"February 14, 2016"
secretary,John Forbes Kerry,United Kingdom,London,Met with Foreign Secretary Philip Hammond.,"February 19–20, 2016"
secretary,John Forbes Kerry,Jordan,Amman,"Met with King Abdullah II, Foreign Minister Nasser Judeh, and Palestinian Authority President Mahmoud Abbas.","February 20–21, 2016"
secretary,John Forbes Kerry,Saudi Arabia,Hafr al-Batin,"Met with King Salman bin Abdulaziz al-Saud, Crown Prince Mohammed bin Nayef, Deputy Crown Prince Mohammad bin Salman al-Saud, and Foreign Minister Adel al-Jubeir.","March 11–12, 2016"
secretary,John Forbes Kerry,France,Paris,"Met with the Foreign Ministers of France, Germany, Italy, and the United Kingdom, and with EU High Representative Mogherini.","March 12–13, 2016"
secretary,John Forbes Kerry,Cuba,Havana,Accompanied President Obama.,"March 21–22, 2016"
secretary,John Forbes Kerry,Russia,Moscow,Met with President Vladimir Putin and Foreign Minister Sergei Lavrov.,"March 23–24, 2016"
secretary,John Forbes Kerry,Belgium,Brussels,Met with Belgian and EU officials and expressed condolences following a March 22 terrorist attack.,"March 25, 2016"
secretary,John Forbes Kerry,Bahrain,Manama,Attended a ministerial meeting of the Gulf Cooperation Council.,"April 6–8, 2016"
secretary,John Forbes Kerry,Iraq,Baghdad,"Met with Prime Minister Haider al-Abadi, Foreign Minister Ibrahim al-Jaafari, Council of Representatives Speaker Saleem al Jabouri, and Kurdish Regional Government Prime Minister Nechrivan Barzani.","April 8, 2016"
secretary,John Forbes Kerry,Afghanistan,Kabul,Attended the third meeting of the U.S.-Afghanistan Bilateral Commission.,"April 9, 2016"
secretary,John Forbes Kerry,Japan,Hiroshima,Attended a G-7 ministerial meeting.,"April 10–11, 2016"
secretary,John Forbes Kerry,Egypt,Cairo,Met with President Abdel Fattah al-Sisi and Foreign Minister Sameh Shoukry.,"April 20, 2016"
secretary,John Forbes Kerry,Saudi Arabia,Riyadh,Attended a Gulf Cooperation Council Summit Meeting with President Obama.,"April 21, 2016"
secretary,John Forbes Kerry,Switzerland,Geneva,"Discussed the Syrian conflict with Jordanian Foreign Minister Nasser Judeh, Saudi Arabian Foreign Minister Adel al-Jubeir, and UN Special Envoy Staffan de Mistura.","May 1–2, 2016"
secretary,John Forbes Kerry,France,Paris,Met with Foreign Minister Jean-Marc Ayrault.,"May 9–10, 2016"
secretary,John Forbes Kerry,United Kingdom,"London, Oxford",Attended the Anti-Corruption Summit. Addressed the Oxford Union.,"May 10–12, 2016"
secretary,John Forbes Kerry,Saudi Arabia,"Jeddah, Al Wajh","Met with King Salman bin Abdulaziz al-Saud, Crown Prince Mohammed bin Nayef, and Deputy Crown Prince Mohammad bin Salman al-Saud.","May 15, 2016"
secretary,John Forbes Kerry,Austria,Vienna,Co-hosted meetings on Libya and of the International Syria Support Group. Co-hosted a meeting of the Presidents of Armenia and Azerbaijan on the Nagorno Karabakh conflict.,"May 16–18, 2016"
secretary,John Forbes Kerry,Egypt,Cairo,Met with President Abdel Fattah al-Sisi.,"May 18, 2016"
secretary,John Forbes Kerry,Belgium,Brussels,Attended a NATO Ministerial Meeting.,"May 18–21, 2016"
secretary,John Forbes Kerry,Burma,Nay Pyi Taw,Met with Foreign Minister Daw Aung San Suu Kyi.,"May 22, 2016"
secretary,John Forbes Kerry,Vietnam,"Hanoi, Ho Chi Minh City",Accompanied President Obama.,"May 22–25, 2016"
secretary,John Forbes Kerry,France,Paris,"Attended a French-hosted ministerial meeting on Middle East peace, and discussed the Counter-ISIL Coalition ‘s efforts with Foreign Minister Jean-Marc Ayrault.","June 2–4, 2016"
secretary,John Forbes Kerry,Mongolia,Ulaanbaatar,Met with Foreign Minister Lundeg Purevsuren.,"June 5, 2016"
secretary,John Forbes Kerry,"China, People’s Republic of",Beijing,"With Treasury Secretary Jacob J. Lew, attended the 8th U.S.-China Strategic and Economic Dialogue. Also attended the 7th Annual U.S.-China Consultation on People-to-People Exchange.","June 5–8, 2016"
secretary,John Forbes Kerry,United Arab Emirates,Abu Dhabi,Met with Crown Prince Mohammed bin Zayed and senior officials.,"June 8–9, 2016"
secretary,John Forbes Kerry,Dominican Republic,Santo Domingo,Attended the OAS General Assembly.,"June 13–14, 2016"
secretary,John Forbes Kerry,Norway,"Oslo, Svalbard",Attended the Oslo Forum. Visited Arctic researchers in Svalbard.,"June 14–16, 2016"
secretary,John Forbes Kerry,Denmark,Copenhagen,Met with Prime Minister Lars Lokke Rasmussen and Foreign Minister Kristian Jensen.,"June 16–17, 2016"
secretary,John Forbes Kerry,Denmark (Greenland),Ilulissat,Met with Foreign Minister Vittus Qujaukitsoq and Foreign Minister Jensen.,"June 17, 2016"
secretary,John Forbes Kerry,Italy,Rome,Met with Foreign Minister Paolo Gentiloni and Israeli Prime Minister Benjamin Netanyahu.,"June 25–27, 2016"
secretary,John Forbes Kerry,Belgium,Brussels,Met with EU High Representative Federica Mogherini and NATO Secretary General Jens Stoltenberg.,"June 27, 2016"
secretary,John Forbes Kerry,United Kingdom,London,Met with Foreign Secretary Philip Hammond.,"June 27, 2016"
secretary,John Forbes Kerry,Canada,Ottawa,Attended the North American Leaders Summit with President Obama.,"June 28–29, 2016"
secretary,John Forbes Kerry,Georgia,Tbilisi,Met with President Giorgi Margvelashvili and Prime Minister Giorgi Kirivikashvili and co-chaired a meeting of the U.S.-Georgia Strategic Partnership Commission.,"July 6–7, 2016"
secretary,John Forbes Kerry,Ukraine,Kyiv,Met with President Petro Porochenko and Prime Minister Volodymyr Groysman.,"July 7, 2016"
secretary,John Forbes Kerry,Poland,Warsaw,Accompanied President Obama to the NATO Summit Meeting.,"July 8, 2016"
secretary,John Forbes Kerry,France,Paris,Attended Bastille Day celebrations.,"July 13–14, 2016"
secretary,John Forbes Kerry,Russia,Moscow,Met with President Vladimir Putin and Foreign Minister Sergei Lavrov.,"July 14–15, 2016"
secretary,John Forbes Kerry,Luxembourg,Luxembourg,Met with Deputy Prime Minister/Foreign Minister Jean Asselborn.,"July 16–17, 2016"
secretary,John Forbes Kerry,Belgium,Brussels,Met with EU Member States Foreign Ministers and with EU High Representative Mogherini.,"July 17–18, 2016"
secretary,John Forbes Kerry,United Kingdom,London,Met with Foreign Secretary Boris Johnson and UN Special Envoy de Mistura.,"July 18–19, 2016"
secretary,John Forbes Kerry,Austria,Vienna,Attended the opening of the Extraordinary Meeting of the Parties to the Montreal Protocol.,"July 22, 2016"
secretary,John Forbes Kerry,France,Paris,Met with Palestinian Authority President Mahmoud Abbas.,"July 22–24, 2016"
secretary,John Forbes Kerry,Laos,Vientiane,"Attended the ASEAN Regional Forum, the East Asian Summit Foreign Ministers’ Meeting, the ASEAN-U.S. Ministerial Meeting and the Lower Mekong Initiative Ministerial Meeting.","July 25–26, 2016"
secretary,John Forbes Kerry,Philippines,Manila,Met with President Rodrigo Duterte and Foreign Secretary Perfecto Yasay.,"July 26–27, 2016"
secretary,John Forbes Kerry,France,Paris,Met with Foreign Minister Jean-Marc Ayrault and Palestinian Authority President Mahmoud Abbas.,"July 29–31, 2016"
secretary,John Forbes Kerry,Argentina,Buenos Aires,"Met with President Mauricio Macri, opened the U.S.-Argentina High Level Dialogue, and addressed the Argentine-American Chamber of Commerce.","August 3–4, 2016"
secretary,John Forbes Kerry,Brazil,Rio de Janeiro,Met with Foreign Minister Jose Serra and attended the Opening Ceremony of the 2016 Summer Olympic Games.,"August 5–6, 2016"
secretary,John Forbes Kerry,Kenya,Nairobi,Met with President Uhuru Kenyatta and Foreign Minister Amina Mohamed and regional Foreign Ministers.,"August 22, 2016"
secretary,John Forbes Kerry,Nigeria,"Sokoto, Abuja","Met with local civic and religious leaders in Sokoto, and with President Muhammedu Buhari, Foreign Minister Geoffrey Onyeama, and northern governors.","August 23–24, 2016"
secretary,John Forbes Kerry,Saudi Arabia,Jeddah,"Met with the Foreign Ministers of the Gulf Cooperation Council and of the United Kingdom, and the UN Special Envoy for Yemen.","August 24–25, 2016"
secretary,John Forbes Kerry,Switzerland,Geneva,Met with Russian Foreign Minister Sergey Lavrov.,"August 25–28, 2016"
secretary,John Forbes Kerry,Bangladesh,Dhaka,"Met with Prime Minister Sheikh Hasina, Foreign Minister Mahmood Ali, and Nationalist Party Chairperson Khaleda Zia.","August 29, 2016"
secretary,John Forbes Kerry,India,New Delhi,"Met with President Narendra Modi. With Commerce Secretary Penny Pritzker, co-chaired the second U.S.-India Strategic and Commercial Dialogue. Met with Egyptian President Abdel Fattah al-Sisi.","August 29–September 1, 2016"
secretary,John Forbes Kerry,"China, People’s Republic of",Hangzhou,Attended the G-20 Summit Meeting with President Obama.,"September 3–6, 2016"
secretary,John Forbes Kerry,Switzerland,Geneva,Discussed the Syrian conflict with Russian Foreign Minister Sergey Lavrov and UN Special Envoy Staffan de Mistura.,"September 8–9, 2016"
secretary,John Forbes Kerry,Colombia,Cartagena,Attended the signing of the Colombian Peace Accord.,"September 26, 2016"
secretary,John Forbes Kerry,Belgium,Brussels,Attended the Brussels Conference on Afghanistan.,"October 4–5, 2016"
secretary,John Forbes Kerry,Rwanda,Kigali,"With EPA Administrator Gina McCarthy, attended the 28th Meeting of the Parties to the Montreal Protocol.","October 13–14, 2016"
secretary,John Forbes Kerry,Switzerland,Lausanne,"Met with the Foreign Ministers of Russia, Saudi Arabia, Qatar, Turkey, Egypt, Iraq, Jordan, and Iran, and UN Special Envoy de Mistura.","October 15, 2016"
secretary,John Forbes Kerry,United Kingdom,London,Met with Foreign Secretary Boris Johnson and UN Special Envoy for Yemen Ismail Ouldh Cheikh Ahmed.,"October 16, 2016"
secretary,John Forbes Kerry,Ireland,Tipperary,Met with Foreign Minister Charles Flanagan and received the Tipperary International Peace Award.,"October 30, 2016"
secretary,John Forbes Kerry,United Kingdom,London,Attended a Libya Ministerial Meeting and received the Benjamin Franklin House Medal for Leadership and the Chatham House Prize.,"October 31, 2016"
secretary,John Forbes Kerry,Antarctica,"McMurdo Sound, South Pole",Visited the McMurdo Station and the Amundsen-Scott South Pole Station. First visit of a Secretary of State to Antarctica.,"November 10–12, 2016"
secretary,John Forbes Kerry,New Zealand,Wellington,Met with Prime Minister John Key and Foreign Minister Murray McCully. Dedicated the site of the United States Memorial.,"November 12–13, 2016"
secretary,John Forbes Kerry,Oman,Muscat,Discussed the Yemen conflict with Sultan Qaboos and Foreign Minister Yusuf bin Alawi.,"November 14, 2016"
secretary,John Forbes Kerry,United Arab Emirates,Abu Dhabi,Met with Crown Prince Mohammed bin Zayed.,"November 15, 2016"
secretary,John Forbes Kerry,Morocco,Marrakesh,Attended and addressed the 22nd Conference of the Parties to the UN Framework Convention on Climate Change.,"November 15–16, 2016"
secretary,John Forbes Kerry,Peru,Lima,Attended an APEC Ministerial Meeting.,"November 16, 2016"
secretary,John Forbes Kerry,Italy,Rome,Met with Foreign Minister Paolo Gentiloni and attended the Rome Mediterranean Dialogues.,"December 2–3, 2016"
secretary,John Forbes Kerry,Vatican City,,Met with Secretary of State Cardinal Pietro Parolin.,"December 2, 2016"
secretary,John Forbes Kerry,Germany,Berlin,Met with Foreign Minister Frank-Walter Steinmeier. Received the Federal Cross of Merit.,"December 4–5, 2016"
secretary,John Forbes Kerry,Belgium,Brussels,Attended a NATO Ministerial Meeting. Met with EU High Representative Mogherini.,"December 6–7, 2016"
secretary,John Forbes Kerry,Germany,Hamburg,Attended an OSCE Ministerial Meeting.,"December 7–8, 2016"
secretary,John Forbes Kerry,France,Paris,"Discussed the Syrian conflict with the Foreign Ministers of France, Germany, and Qatar. Received the Legion of Honor.","December 8–11, 2016"
secretary,John Forbes Kerry,Saudi Arabia,Riyadh,Met with King Salman bin Abdulaziz al-Saud and with the Foreign Ministers of Saudi Arabia and Oman.,"December 17–19, 2016"
secretary,John Forbes Kerry,Vietnam,"Hanoi, Ho Chi Minh City, Camau Province",Met with Prime Minister Nguyen Xuan Phuc and Acting Foreign Minister Bui Thanh Son. Delivered a speech at the Ho Chi Minh University of Technology and Education.,"January 13–14, 2017"
secretary,John Forbes Kerry,France,Paris,Attended a Middle East Peace Conference.,"January 15, 2017"
secretary,John Forbes Kerry,United Kingdom,London,Met with Foreign Secretary Boris Johnson.,"January 16, 2017"
secretary,John Forbes Kerry,Switzerland,Davos,Attended the World Economic Forum.,"January 17–18, 2017"
secretary,Rex W. Tillerson,Germany,Bonn,Attended a G-20 Foreign Ministers’ Meeting.,"February 15–17, 2017"
secretary,Rex W. Tillerson,Mexico,Mexico City,Discussed bilateral relations with President Enrique Pena Nieto and Foreign Minister Luis Videgaray. Was joined by Secretary of Homeland Security John Kelly.,"February 22–23, 2017"
secretary,Rex W. Tillerson,Japan,Tokyo,Met with Prime Minister Shinzo Abe and Foreign Minister Fumio Kishida.,"March 15–16, 2017"
secretary,Rex W. Tillerson,"Korea, Republic of",Seoul,Met with Acting President Hwang Kyo-ahn and Foreign Minister Yun Byung-se. Visited the Demilitarized Zone.,"March 17–18, 2017"
secretary,Rex W. Tillerson,"China, People’s Republic of",Beijing,"Met with Xi Jinping, Foreign Minister Wang Yi and State Counselor Yang Jiechi.","March 18–19, 2017"
secretary,Rex W. Tillerson,Turkey,Ankara,"Met with President Recep Erdogan, Prime Minister Binali Yilderim, and Foreign Minister Mevlut Cavusoglu.","March 30–31, 2017"
secretary,Rex W. Tillerson,Belgium,Brussels,Attended a NATO Ministerial Meeting.,"March 31, 2017"
secretary,Rex W. Tillerson,Italy,Lucca,Attended a G-7 Foreign Ministers’ Meeting.,"April 9–11, 2017"
secretary,Rex W. Tillerson,Russia,Moscow,Met with Foreign Minister Sergey Lavrov and President Vladimir Putin.,"April 11–13, 2017"
secretary,Rex W. Tillerson,Saudi Arabia,Riyadh,Accompanied President Trump.,"May 20–22, 2017"
secretary,Rex W. Tillerson,Israel,Jerusalem,Accompanied President Trump.,"May 22–23, 2017"
secretary,Rex W. Tillerson,Palestinian Authority,Bethlehem,Accompanied President Trump.,"May 23, 2017"
secretary,Rex W. Tillerson,Italy,Rome,Accompanied President Trump.,"May 23–24, 2017"
secretary,Rex W. Tillerson,Vatican City,,Accompanied President Trump.,"May 24, 2017"
secretary,Rex W. Tillerson,Italy,Taormina,Accompanied President Trump to the G-7 Economic Summit.,"May 25–26, 2017"
secretary,Rex W. Tillerson,United Kingdom,London,Met with Foreign Secretary Boris Johnson. Signed book of condolences for the Manchester terrorist attack.,"May 26, 2017"
secretary,Rex W. Tillerson,Australia,Sydney,Attended the Australia-U.S. Ministerial Consultations.,"June 5–6, 2017"
secretary,Rex W. Tillerson,New Zealand,Wellington,Met with Prime Minister Bill English and Foreign Minister Gerry Brownlee.,"June 6–7, 2017"
secretary,Rex W. Tillerson,Germany,Hamburg,Accompanied President Trump to the G-20 Summit.,"July 5–9, 2017"
secretary,Rex W. Tillerson,Turkey,Istanbul,Met with President Recep Erdogan and Foreign Minister Mevlut Cavusoglu.,"July 9–10, 2017"
secretary,Rex W. Tillerson,Ukraine,Kyiv,Met with President Petro Poroshenko.,"July 9, 2017"
secretary,Rex W. Tillerson,Kuwait,Kuwait City,Met with Emir Sheikh Sabah al-Ahmad al-Sabah and senior Kuwaiti officials.,"July 10–11, 2017"
secretary,Rex W. Tillerson,Qatar,Doha,Met with Emir Sheikh Tamim bin Hamad al-Thani and Foreign Minister Sheikh Mohammed bin Abdulrahman al-Thani. Signed MOU to prevent financing of terrorism.,"July 11, 2017"
secretary,Rex W. Tillerson,Saudi Arabia,Jeddah,"Met with King Salman bin Abdulaziz al-Saud, Crown Prince Mohammed bin Salman, and the Foreign Ministers of Saudi Arabia, Bahrain, the United Arab Emirates, and Egypt.","July 11–12, 2017"
secretary,Rex W. Tillerson,Kuwait,Kuwait City,Met with Foreign Minister Sabah al-Khalid al-Sabah.,"July 12–13, 2017"
secretary,Rex W. Tillerson,Qatar,Doha,Met with Emir Tamim bin Hamad al-Thani.,"July 13, 2017"
secretary,Rex W. Tillerson,Philippines,Manila,Attended the U.S.-ASEAN Ministerial Meeting.,"August 6–8, 2017"
secretary,Rex W. Tillerson,Thailand,Bangkok,Met with Prime Minister Prayut Chan-o-Cha and Foreign Minister Don Pramudwinai.,"August 8, 2017"
secretary,Rex W. Tillerson,Malaysia,Kuala Lumpur,Met with Deputy Prime Minister Zahid Hamidi.,"August 8–9, 2017"
secretary,Rex W. Tillerson,United Kingdom,London,Attended a Six-Party Ministerial meeting on Libya. Met with Prime Minister Theresa May.,"September 14, 2017"
secretary,Rex W. Tillerson,"China, People’s Republic of",Beijing,"Met with President Xi Jinping, Foreign Minister Wang Yi, and State Councilor Yang Jiechi.","September 30–October 1, 2017"
